Timestamp,ParticipantID,QuestionID,QuestionText,Answer
2026-01-09T15:04:33.929Z,P_1767970855077_u9djzo2cb,q1,"Как часто вы работаете с системой тикетов?","Ежедневно"
2026-01-09T15:04:33.931Z,P_1767970855077_u9djzo2cb,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Полностью доверяю"
2026-01-09T15:04:33.931Z,P_1767970855077_u9djzo2cb,q3,"Как вы предпочитаете работать с заявками?","Самостоятельно решать все тикеты"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","test"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q5,"Что для вас является главным критерием качества решения тикета?","test"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-10T17:59:01.476Z,P_1767970855077_u9djzo2cb,even,q1,"Как часто вы работаете с системой тикетов?","Ежедневно"
2026-01-10T17:59:01.477Z,P_1767970855077_u9djzo2cb,even,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Полностью доверяю"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q3,"Как вы предпочитаете работать с заявками?","Делегировать часть работы"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","Не указано"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q5,"Что для вас является главным критерием качества решения тикета?","Не указано"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-10T18:00:03.397Z,P_1767970855077_u9djzo2cb,even,q1,"Как часто вы работаете с системой тикетов?","Редко"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Доверяю; но проверяю"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q3,"Как вы предпочитаете работать с заявками?","Делегировать часть работы"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","Не указано"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q5,"Что для вас является главным критерием качества решения тикета?","Не указано"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-30T13:58:57.811Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:58:57.812Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:58:57.812Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:01.500Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:01.501Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:01.502Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:01.502Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:01.502Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:01.502Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:01.503Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:01.503Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:01.503Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:01.503Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:01.504Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:01.504Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:08.358Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:08.358Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:08.359Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:08.359Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:08.359Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:08.359Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:08.360Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:08.360Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:08.360Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:08.360Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:08.361Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:08.361Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:09.917Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:09.917Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:09.917Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:09.918Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:09.918Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:09.918Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:09.919Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:09.919Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:09.919Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:09.919Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:09.920Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:09.920Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:12.225Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:12.226Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:12.226Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:12.226Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:12.227Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:12.227Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:12.227Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:12.227Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:12.228Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:12.228Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:12.228Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:12.228Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:40.796Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:40.799Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:40.799Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:40.799Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:40.799Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:40.799Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:40.800Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:40.800Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:40.800Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:40.800Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:40.801Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:40.801Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:51.208Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:51.208Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:51.208Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:51.208Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:51.209Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T13:59:53.305Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T13:59:53.305Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T13:59:53.306Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T13:59:53.306Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T13:59:53.306Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T13:59:53.306Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T13:59:53.306Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T13:59:53.307Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T13:59:53.307Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T13:59:53.307Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T13:59:53.308Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T13:59:53.308Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:49.589Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:49.590Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:49.591Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:49.591Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:49.591Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:49.591Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:50.673Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:50.673Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:50.674Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:50.675Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:50.675Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:50.675Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:51.770Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:51.770Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:51.771Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:51.771Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:51.771Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:51.772Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:51.772Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:51.772Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:51.772Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:51.773Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:51.773Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:51.773Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:51.921Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:51.921Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:51.922Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:51.922Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:51.922Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:51.922Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:51.923Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:51.923Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:51.923Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:51.923Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:51.924Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:51.924Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:52.062Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:52.062Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:52.063Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:52.063Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:52.064Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:52.065Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:52.217Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:52.218Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:52.218Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:52.218Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:52.218Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:52.218Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:52.219Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:52.219Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:52.219Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:52.219Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:52.219Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:52.220Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:54.308Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:54.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:54.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:54.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:54.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:54.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:54.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:54.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:54.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:54.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:54.311Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:54.311Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:54.465Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:54.466Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-30T14:01:54.466Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-30T14:01:54.467Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-30T14:01:54.467Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-30T14:01:54.467Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-30T14:01:54.467Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-30T14:01:54.467Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-30T14:01:54.467Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-30T14:01:54.468Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-30T14:01:54.468Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-30T14:01:54.468Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-30T14:01:54.729Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-30T14:01:54.729Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
